Crosswalk of Azimuth annotated cells to Cell Ontology,,,,,,
,,,,,,
Author Name(s):,Ellen M. Quardokus,,,,,
Tonsil_v2_L2,UBERON:0002373,Reactivated proliferative MBCs,AZ:0000639,memory B cell:reactivated proliferative,CL:0000787,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,RM CD8 activated T,AZ:0000640,"effector memory CD8-positive, alpha-beta T cell:activated resident memory",CL:0000913,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,RM CD8 T,AZ:0000641,"effector memory CD8-positive, alpha-beta T cell:resident memory",CL:0000913,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,SCM CD8 T,AZ:0000642,"CD8-positive, alpha-beta memory T cell:stem cell memory",CL:0000909,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,SELENOP Slan-like,AZ:0000643,SELENOP Slan-like,AZ:0000643,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,Short lived IgM+ PC,AZ:0000644,IgM short lived plasma cell,CL:0000978,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,Surface epithelium,AZ:0000645,Surface epithelium,AZ:0000645,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,T-Eff-Mem,AZ:0000646,"effector memory CD45RA-positive, alpha-beta T cell, terminally differentiated",CL:4030002,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,T-helper,AZ:0000647,helper T cell,CL:0000912,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,T-Trans-Mem,AZ:0000648,T-Trans-Mem,AZ:0000648,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,TCRV_+ gd T,AZ:0000649,gamma-delta T cell:TCRV_+,CL:0000798,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,Tfh T:B border,AZ:0000650,Tfh T:B border,AZ:0000650,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,Tfh-LZ-GC,AZ:0000651,Tfh-LZ-GC,AZ:0000651,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,Tfh-Mem,AZ:0000652,T follicular helper cell:memory,CL:0002038,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,Tfr,AZ:0000653,T follicular helper cell,CL:0002038,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,Transitional PB,AZ:0000654,plasmablast:transitional,CL:0000980,skos:narrowMatch
Tonsil_v2_L2,UBERON:0002373,VEGFA+,AZ:0000655,VEGFA+,AZ:0000655,skos:exactMatch
Tonsil_v2_L2,UBERON:0002373,ZNF683+ CD8 T,AZ:0000656,"CD8-positive, alpha-beta memory T cell:ZNF683+",CL:0000909,skos:narrowMatch
Tonsil_v2_L1,UBERON:0002373,aDC,AZ:0000657,"dendritic cell, human:activated",CL:0001056,skos:narrowMatch
Tonsil_v2_L1,UBERON:0002373,B activated,AZ:0000658,B cell:activated,CL:0000236,skos:narrowMatch
Tonsil_v2_L1,UBERON:0002373,B memory,AZ:0000659,memory B cell,CL:0000787,skos:exactMatch
Tonsil_v2_L1,UBERON:0002373,B naive,AZ:0000660,naive B cell,CL:0000788,skos:exactMatch
Tonsil_v2_L1,UBERON:0002373,CD4 naive,AZ:0000661,"naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,skos:exactMatch
Tonsil_v2_L1,UBERON:0002373,CD4 Non-TFH,AZ:0000662,"CD4-positive, alpha-beta T cell",CL:0000624,skos:exactMatch
Tonsil_v2_L1,UBERON:0002373,CD4 TCM,AZ:0000663,"CD4-positive, alpha-beta memory T cell",CL:0000897,skos:exactMatch
Tonsil_v2_L1,UBERON:0002373,CD4 TFH,AZ:0000664,T follicular helper cell,CL:0002038,skos:exactMatch
Tonsil_v2_L1,UBERON:0002373,CD4 TFH Mem,AZ:0000665,"CD4-positive, alpha-beta memory T cell:follicular helper",CL:0000897,skos:narrowMatch
Tonsil_v2_L1,UBERON:0002373,CD4 TREG,AZ:0000666,regulatory T cell: CD4-positive,CL:0000815,skos:narrowMatch
Tonsil_v2_L1,UBERON:0002373,CD8 naive,AZ:0000667,"naive thymus-derived CD8-positive, alpha-beta T cell",CL:0000900,skos:exactMatch
Tonsil_v2_L1,UBERON:0002373,CD8 T,AZ:0000668,"effector memory CD8-positive, alpha-beta T cell",CL:0000913,skos:exactMatch
Tonsil_v2_L1,UBERON:0002373,CD8 TCM,AZ:0000669,"CD8-positive, alpha-beta memory T cell",CL:0000909,skos:exactMatch
Tonsil_v2_L1,UBERON:0002373,Cycling DZ GCB,AZ:0000670,Cycling DZ GCB,AZ:0000670,skos:exactMatch
Tonsil_v2_L1,UBERON:0002373,Cycling FDC,AZ:0000671,follicular dendritic cell:cycling,CL:0000442,skos:narrowMatch
Tonsil_v2_L1,UBERON:0002373,Cycling myeloid,AZ:0000672,myeloid cell:cycling,CL:0000763,skos:narrowMatch
Tonsil_v2_L1,UBERON:0002373,Cycling T,AZ:0000673,T cell:cycling,CL:0000084,skos:narrowMatch
Tonsil_v2_L1,UBERON:0002373,DC,AZ:0000674,"dendritic cell, human",CL:0001056,skos:exactMatch
Tonsil_v2_L1,UBERON:0002373,dnT,AZ:0000675,double negative thymocyte,CL:0002489,skos:exactMatch
Tonsil_v2_L1,UBERON:0002373,DZ GCB,AZ:0000676,germinal center B cell:dark zone,CL:0000844,skos:narrowMatch
Tonsil_v2_L1,UBERON:0002373,DZtoLZ GCB transition,AZ:0000677,DZtoLZ GCB transition,AZ:0000677,skos:exactMatch
Tonsil_v2_L1,UBERON:0002373,Epithelial,AZ:0000678,epithelial cell,CL:0000066,skos:exactMatch
Tonsil_v2_L1,UBERON:0002373,FCRL4/5+ B memory,AZ:0000679,memory B cell:FCRL4/5+,CL:0000787,skos:narrowMatch
Tonsil_v2_L1,UBERON:0002373,FDC,AZ:0000680,follicular dendritic cell,CL:0000442,skos:exactMatch
Tonsil_v2_L1,UBERON:0002373,Granulocytes,AZ:0000681,granulocyte,CL:0000094,skos:exactMatch
Tonsil_v2_L1,UBERON:0002373,ILC,AZ:0000682,innate lymphoid cell,CL:0001065,skos:exactMatch
Tonsil_v2_L1,UBERON:0002373,LZ GCB,AZ:0000683,germinal center B cell:light zone,CL:0000844,skos:narrowMatch
Tonsil_v2_L1,UBERON:0002373,LZtoDZ GCB transition,AZ:0000684,germinal center B cell:light zone to dark zone transition,CL:0000844,skos:narrowMatch
Tonsil_v2_L1,UBERON:0002373,MAIT/TRDV2+ gdT,AZ:0000685,gamma-delta T cell:TRDV2+,CL:0000798,skos:narrowMatch
Tonsil_v2_L1,UBERON:0002373,Mast,AZ:0000686,mast cell,CL:0000097,skos:exactMatch
Tonsil_v2_L1,UBERON:0002373,Mono/Macro,AZ:0000687,macrophage:monocyte-derived,CL:0000235,skos:narrowMatch
Tonsil_v2_L1,UBERON:0002373,NK,AZ:0000688,natural killer cell,CL:0000623,skos:exactMatch
Tonsil_v2_L1,UBERON:0002373,NK_CD56bright,AZ:0000689,"CD16-negative, CD56-bright natural killer cell, human",CL:0000938,skos:exactMatch
Tonsil_v2_L1,UBERON:0002373,non-TRDV2+ gdT,AZ:0000690,gamma-delta T cell:non-TRDV2+,CL:0000798,skos:narrowMatch
Tonsil_v2_L1,UBERON:0002373,PB,AZ:0000691,plasmablast,CL:0000980,skos:exactMatch
Tonsil_v2_L1,UBERON:0002373,PC,AZ:0000692,plasma cell,CL:0000786,skos:exactMatch
Tonsil_v2_L1,UBERON:0002373,PC/doublet,AZ:0000693,plasma cell:doublet,CL:0000786,skos:narrowMatch
Tonsil_v2_L1,UBERON:0002373,PDC,AZ:0000694,plasmacytoid dendritic cell,CL:0000784,skos:exactMatch
Tonsil_v2_L1,UBERON:0002373,preB/T,AZ:0000695,common lymphoid progenitor:preB/T,CL:0000051,skos:narrowMatch
Tonsil_v2_L1,UBERON:0002373,preGCB,AZ:0000696,tonsil germinal center B cell:precursor,CL:2000006,skos:narrowMatch
Tonsil_v2_L1,UBERON:0002373,preMBC/doublet,AZ:0000697,precursor B cell:memory/doublet,CL:0000817,skos:narrowMatch
Tonsil_v2_L1,UBERON:0002373,prePB,AZ:0000698,plasmablast:pre,CL:0000980,skos:narrowMatch
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
